dest,WHERE_AFRICA,WHERE_ASIA,WHERE_AUSTRALIA_PACIFIC,INSPIRE_BAR,SETTINGS_BAR_NIGHTCLUB,SETTINGS_BEACH,SETTINGS_BIG_CITY,INSPIRE_BOATING,INSPIRE_BUNGEE_JUMPING,INSPIRE_CAMPING,INSPIRE_CANOEING,WHERE_CENTRAL_AMERICA,WEATHER_COLD,INSPIRE_CROSS_COUNTRY_SKIING,SETTINGS_CROWDED,SETTINGS_CRUISE_SHIP,INSPIRE_DANCING,SETTINGS_DESERT,INSPIRE_DINING,INSPIRE_DOWNHILL_MOUNTAIN_BIKING,INSPIRE_DOWNHILL_SKIING,INSPIRE_DRINKING_ALCOHOL,WEATHER_DRY,WHERE_EUROPE,WEATHER_FOGGY,SETTINGS_FOREST,INSPIRE_GAMBLING_CASINO,SETTINGS_GARDEN,INSPIRE_GOING_TO_CONCERT,INSPIRE_GOING_PLAY,INSPIRE_GOING_TO_BALLET,INSPIRE_GOING_TO_OPERA,SETTINGS_GOLF_COURSE,INSPIRE_GOLFING,INSPIRE_HIKING,SETTINGS_HILLY,SETTINGS_HISTORIC_CITY,SETTINGS_HISTORIC_LANDMARK,INSPIRE_HORSEBACK_RIDING,WEATHER_HUMID,SETTINGS_HUT_CABANA,SETTINGS_ISLANDS,SETTINGS_JUNGLE,INSPIRE_KITE_SURFING,SETTINGS_LAKE,SETTINGS_LODGE_CABIN,SETTINGS_LUSH,SETTINGS_LUXURY_HOTEL_RESORT,WHERE_MEDITERRANEAN_SEA,WHERE_MIDDLE_EAST,WEATHER_MODERATE,SETTINGS_MODERN_CITY,SETTINGS_MONUMENT_STATUE,SETTINGS_MOUNTAIN,SETTINGS_MUSEUM,INSPIRE_NIGHT_CLUB,WHERE_NORTH_AMERICA,SETTINGS_OCEAN_SEA,WEATHER_OVERCAST,SETTINGS_PARK,SETTINGS_PLACE_OF_WORSHIP,SETTINGS_POOL,INSPIRE_POOL_PARTY,WEATHER_RAINY,INSPIRE_RELAXING,SETTINGS_RESTAURANT,SETTINGS_RIVER,INSPIRE_ROAD_TRAIL_BIKING,INSPIRE_ROCK_CLIMBING,SETTINGS_ROCKY,SETTINGS_RUINS,INSPIRE_SCUBA_DIVING,INSPIRE_SEA_KAYAKING,SETTINGS_SECLUDED,INSPIRE_SHOPPING,INSPIRE_SIGHTSEEING,SETTINGS_SKI_RESORT,INSPIRE_SKY_DIVING,SETTINGS_SMALL_HOTEL,SETTINGS_SMALL_TOWN_VILLAGE,INSPIRE_SNORKELING,INSPIRE_SNOWBOARDING,INSPIRE_SNOWSHOEING,WEATHER_SNOWY,WHERE_SOUTH_AMERICA,SETTINGS_SPA,WEATHER_SUNNY,INSPIRE_SURFING,INSPIRE_SWIMMING,SETTINGS_TENT,SETTINGS_THEME_PARK,WEATHER_TROPICAL,SETTINGS_VINEYARDS,INSPIRE_VISIT_SPA,INSPIRE_VISIT_THEME_PARK,INSPIRE_WATCHING_MOVIE,SETTINGS_WATER_PARK,SETTINGS_WATERFALL,INSPIRE_WHITE_WATER_KAYKING,INSPIRE_WHITE_WATER_RAFTING,INSPIRE_WINDSURFING,WEATHER_WINDY,INSPIRE_ZIP_LINING,SETTINGS_ZOO_AQUARIUM,Hotels,Reviews
"Mankato, MN, United States of America",0,0,0,0.13834284,0.00726311,0.00636059,0.00250341,0.00210587,0,0.23131275,0.00039754,0,0.00217034,0.00060168,0.1920533,0.00089177,0.07840072,0.00041903,0.21317647,0.03267324,0.00060168,0.18863663,0.00041903,0,0,0.00037605,0.00363155,0.02862266,0.20194874,0.20194874,0.20194874,0.20194874,0.00212736,0.00217034,0.06480926,0.02215462,0.02072564,0.02072564,0.00054796,0.00372825,0.00116038,0.00225629,0.00047275,0,0.00176206,0.02374477,0.00047275,0.20979204,0,0,0,0.11423276,0.00170833,0.00189099,0.00329848,0.00575891,0.75,0.00491012,0.25600301,0.0497136,0.00189099,0.43908487,0.0012141,0.00299764,0.1103917,0.21317647,0.0846861,0.03267324,0,0.00037605,0.00031158,0.00067689,0.00039754,0.00169759,0.24671999,0.002895575,0.00027935,0,0.00504979,0.0012141,0.00067689,0.00060168,0.00060168,0.00085954,0,0.07429642,0.03461794,0.00068763,0.23714687,0.23131275,0.0016761,0.00062317,0.00041903,0.07429642,0.0016761,0.16119584,0.00127857,0.00116038,0.00039754,0.00039754,0,0.05189468,0,0.00178354,15,864
"Punta Cana, La Altagracia, Dominican Republic",0,0,0,0.2494866,0.34883268,0.23801089,0.00011005,0.05877885,0.02187747,0.00653098,0.02510311,0.75,0.01372228,0,0.17346383,0.00850432,0.23483837,0.00196195,0.30613272,0.00645129,0,0.13982983,0.00196195,0,0,0.00110431,0.04712099,0.03254107,0.04525011,0.04525011,0.04525011,0.04525011,0.06776132,0.07181805,0.00567714,0.00066031,0.00507755,0.00507755,0.04323503,0.19599781,0.5,0.04447596,0.00640955,0.01119868,0.00058821,0.00094872,0.00640955,0.05921526,0,0,0,0.02754701,0.00753663,0.00286893,0.00023908,0.2968922,0,0.09583582,0.05369751,0.00560503,0.00215929,0.31235253,0.01068258,0.09575234,0.14003855,0.30613272,0.0034078,0.00645129,0.0491095,0.00248185,0.00069826,0.05260458,0.02956968,0.03956539,0.06408029,0.00159195,0.002368,0.0491095,0.0012599,0.00445898,0.5,0,0,0.00757078,0,0.11202856,0.10055665,0.02608978,0.1722229,0.00653098,0.00284995,0.08302052,0.00003795,0.11202856,0.00284995,0.03352015,0.00804893,0.00683457,0.02956968,0.02956968,0.01119868,0.06447496,0.05100694,0.00179877,61,11737
"Effingham, IL, United States of America",0,0,0,0.00982788,0.10709393,0.00738874,0.00290985,0.00243914,0,0.00138361,0.00052777,0,0.13005893,0.00079878,0.35485918,0.00099848,0.00440757,0.00044218,0.1290034,0.00169741,0.00079878,0.08909279,0.00044218,0,0,0.00049924,0.0042364,0.02285089,0.08877898,0.08877898,0.08877898,0.08877898,0.00243914,0.00246767,0.00271016,0.0007132,0.02782902,0.02782902,0.00072746,0.00433625,0.00115538,0.00259604,0.00042792,0,0.00206828,0.00232503,0.00042792,0.32905565,0,0,0,0.05926682,0.00169741,0.00219665,0.00377995,0.10596707,0.75,0.00569133,0.3210393,0.00119817,0.0473564,0.57182852,0,0.00345188,0.094698535,0.1290034,0.00450742,0.00169741,0,0.00042792,0.00032807,0.00078452,0.00052777,0.00202549,0.31708818,0.003209395,0.00037086,0,0.00590529,0.00145493,0.00078452,0.00079878,0.00079878,0.00114112,0,0.10996099,0.00356599,0.00091289,0.17403477,0.00138361,0.00222518,0.00069894,0.04070939,0.10996099,0.001783,0.15004276,0.00148345,0.00115538,0.00052777,0.00052777,0,0.00208254,0,0.00219665,14,880
"Bournemouth, England, United Kingdom",0,0,0,0.25068218,0.15500142,0.20352919,0.03247683,0.00208002,0,0.00116052,0.0003303,0,0.07368437,0.00049992,0.24959308,0.00355299,0.15586734,0.00041957,0.27488358,0.00147297,0.00049992,0.17285564,0.00041957,0.75,0,0.00778444,0.00363333,0.08947643,0.08918183,0.08918183,0.08918183,0.08918183,0.01365848,0.01449763,0.01187306,0.01486364,0.0152118,0.0152118,0.01131958,0.00387437,0.00120516,0.00949845,0.00039279,0,0.00176757,0.01067682,0.00039279,0.08333457,0,0,0,0.27324099,0.00141941,0.00183006,0.01029296,0.08487896,0,0.20177055,0.00196396,0.01155168,0.00184791,0.259645,0.00100876,0.0895657,0.086534945,0.27488358,0.00390115,0.00147297,0,0.07974588,0.00030352,0.00069632,0.00049992,0.0229516,0.25641339,0.002807575,0.00046421,0,0.04193064,0.03154841,0.00069632,0.00049992,0.00049992,0.00071417,0,0.26501019,0.05041139,0.00070524,0.31811757,0.00116052,0.0016783,0.00060704,0.00034816,0.26501019,0.0016783,0.02919165,0.00132121,0.00119623,0.00049992,0.00049992,0,0.01624734,0.00026781,0.00179435,77,3782
"Carlisle, PA, United States of America",0,0,0,0.09939008,0.00710887,0.00618673,0.00244787,0.00204548,0,0.07895208,0.00031856,0,0.05459078,0,0.29676189,0.00083831,0.00368857,0.00040239,0.2831142,0.0292738,0,0.06488523,0.00040239,0,0,0.00038562,0.0035209,0.00318558,0.07630301,0.07630301,0.07630301,0.07630301,0.03259351,0.03465575,0.08401547,0.00062035,0.04930942,0.04930942,0.00057005,0.22830546,0.00090538,0.00221314,0.00050299,0,0.00177722,0.0280331,0.00050299,0.19113478,0,0,0,0.05058365,0.00132453,0.01783925,0.00318558,0.00561668,0.75,0.01557581,0.00122393,0.00093891,0.00172692,0.6316166,0,0.12958603,0.06589958,0.2831142,0.00380593,0.0292738,0,0.00033532,0.00028503,0.00065388,0.00031856,0.00184428,0.1364937,0.002766425,0.00043592,0,0.00509693,0.00117364,0.00065388,0,0,0,0,0.13079319,0.05122077,0.00080478,0.30900122,0.07895208,0.00157602,0.00065388,0.03029654,0.13079319,0.00157602,0.07122285,0.0012407,0.00090538,0.00031856,0.00031856,0,0.00162632,0,0.00179398,20,1604
"Christiansburg, VA, United States of America",0,0,0,0.00849817,0.00760586,0.0065011,0.00246447,0.04215091,0,0.00104103,0.00040366,0,0.00214579,0,0.35581828,0.00087106,0.00373919,0.00033993,0.22150474,0.05075531,0,0.04104615,0.00033993,0,0,0.00048865,0.0036967,0.0032718,0.00507766,0.00507766,0.00507766,0.00507766,0.0021033,0.00225201,0.00252821,0.00065861,0.03416263,0.03416263,0.00072234,0.00367546,0.00114725,0.00223077,0.00031868,0,0.00184835,0.07367911,0.00031868,0.52437943,0,0,0,0.12670768,0.00167839,0.06766666,0.00337802,0.00569377,0.75,0.00501392,0.00155092,0.00089231,0.05273113,0.40264318,0,0.00316557,0.072160065,0.22150474,0.00395165,0.05075531,0,0.00042491,0.00036117,0.00065861,0.00040366,0.00167839,0.46729299,0.00286813,0.00055238,0,0.00529011,0.00125348,0.00065861,0,0,0,0,0.08538534,0.0030381,0.00067985,0.20971353,0.00104103,0.00199707,0.00061612,0.00042491,0.08538534,0.00199707,0.00715971,0.00125348,0.00114725,0.00040366,0.00040366,0,0.00206081,0,0.00201832,13,1141
"Elkhart, IN, United States of America",0,0,0,0.06782678,0.00712627,0.0062072,0.0024744,0.00207849,0,0.00114529,0.00026865,0,0.04460986,0.13891976,0.06464541,0.00082009,0.03959037,0.00033935,0.17599331,0.00155534,0.13891976,0.0519058,0.00033935,0,0,0.00032521,0.00354899,0.0507605,0.14430688,0.14430688,0.14430688,0.14430688,0.03219545,0.03424567,0.00234714,0.000608,0.00381764,0.00381764,0.00072111,0.00367625,0.00114529,0.00217747,0.00042418,0,0.00171087,0.03425981,0.00042418,0.26053288,0,0,0,0.15758379,0.00168259,0.0018664,0.00313895,0.00550023,0.75,0.00476498,0.30995014,0.00098976,0.00189468,0.46006832,0,0.00288444,0.106915195,0.17599331,0.00388834,0.00155534,0,0.00035349,0.00032521,0.00066455,0.00052316,0.00178157,0.23501123,0.002757185,0.00036763,0,0.09494618,0.02430566,0.00066455,0.13891976,0.13891976,0,0,0.12308362,0.00302584,0.00067869,0.22522676,0.00114529,0.00176743,0.00055144,0.00042418,0.12308362,0.00176743,0.40520738,0.00125841,0.00114529,0.00052316,0.00052316,0,0.00171087,0,0.00166845,17,1190
"Galway, Galway, Ireland",0,0,0,0.2457649,0.09463851,0.02246687,0.00128282,0.00107194,0,0.01484026,0.00016694,0,0.00114223,0,0.37542608,0.00043932,0.17355812,0.00021087,0.34855721,0.01380346,0,0.16931428,0.00021087,0.75,0,0.00020209,0.00188908,0.01652725,0.02159702,0.02159702,0.02159702,0.02159702,0.00110709,0.0010983,0.03672723,0.00447229,0.02420658,0.02420658,0.00029874,0.00190665,0.00047447,0.02675464,0.00026359,0,0.00725758,0.01803852,0.00026359,0.09125574,0,0,0,0.21271918,0.00069413,0.00096651,0.02984746,0.04901943,0,0.06321828,0.00064141,0.00049204,0.02744877,0.16529889,0,0.10350401,0.09811793,0.34855721,0.09065826,0.01380346,0,0.02075352,0.00014937,0.00034267,0.0003251,0.01219555,0.37516248,0.066350635,0.00022845,0,0.05462516,0.01789793,0.00034267,0,0,0,0,0.23667096,0.05797279,0.00920817,0.17012263,0.01484026,0.02308192,0.00034267,0.00017573,0.23667096,0.02309949,0.10872314,0.0006502,0.00047447,0.0003251,0.0003251,0,0.05502055,0,0.00176607,42,13779
"Murfreesboro, TN, United States of America",0,0,0,0.00842954,0.03424036,0.00644524,0.00217825,0.00219317,0,0.06516858,0.00028347,0,0.00214842,0,0.25361738,0.00086533,0.00395368,0.00035807,0.21643787,0.01864943,0,0.06734684,0.00035807,0,0,0.00034315,0.01445704,0.0032823,0.08437004,0.08437004,0.08437004,0.08437004,0.02779512,0.0295407,0.00247665,0.01520302,0.02776528,0.02776528,0.25722791,0.10610782,0.00120848,0.00229761,0.00044759,0,0.00180527,0.01597884,0.00044759,0.19925055,0,0,0,0.08214703,0.00177543,0.01751555,0.00331214,0.03261413,0.75,0.00495329,0.00219317,0.00104437,0.02469185,0.36199297,0,0.05599306,0.069278915,0.21643787,0.02958546,0.01864943,0,0.00037299,0.00034315,0.00070122,0.00055202,0.07835746,0.62520362,0.00290931,0.00038791,0,0.07049486,0.00128308,0.00070122,0,0,0,0,0.08653337,0.02766084,0.00071614,0.30406037,0.06516858,0.00186494,0.00058186,0.00044759,0.08653337,0.00186494,0.00704203,0.00132784,0.06416897,0.00055202,0.00055202,0,0.00180527,0,0.00176051,26,1805
"Lagos, N/A, Portugal",0,0,0,0.28698442,0.42235267,0.17882412,0.00209065,0.03707834,0,0.01769235,0.00031677,0,0.02975052,0.00047726,0.18432738,0.00078558,0.15288744,0.00036322,0.15382507,0.0060143,0.00047726,0.09787178,0.00036322,0.75,0,0.00039279,0.00331969,0.07521256,0.00456563,0.00456563,0.00456563,0.00456563,0.03409653,0.02200457,0.03821447,0.01070242,0.07789873,0.07789873,0.02006175,0.00348019,0.00113613,0.00682522,0.00037589,0.02330542,0.00163028,0.00227226,0.00037589,0.06440456,0,0,0,0.13141081,0.00151202,0.00911015,0.00299448,0.42235267,0,0.09206444,0.00185835,0.00089116,0.00170208,0.33576615,0.00095029,0.02213128,0.142269495,0.15382507,0.01551724,0.0060143,0,0.0285975,0.00029142,0.00062931,0.00047304,0.01805135,0.11744783,0.019871695,0.00032944,0,0.07212517,0.03151596,0.00062931,0.00047726,0.00047726,0.00067576,0,0.13953688,0.21679785,0.00067154,0.19198885,0.01769235,0.00158382,0.01004355,0.00037589,0.13953688,0.00158805,0.03445975,0.01566084,0.00113613,0.00047304,0.00047304,0.02330542,0.11840235,0.00012671,0.0016514,21,152
"Funchal, N/A, Portugal",0,0,0,0.20457459,0.06478865,0.02717529,0.00222717,0.028676,0,0.00108491,0.00035845,0,0.03979273,0.00054007,0.20367608,0.01215863,0.12917583,0.00037279,0.22420332,0.00825391,0.00054007,0.13321436,0.00037279,0.75,0,0.00038713,0.02281654,0.2232809,0.00886566,0.00886566,0.00886566,0.00886566,0.00735539,0.00780943,0.03824901,0.05708436,0.07473922,0.07473922,0.00056396,0.00373266,0.0011566,0.13259305,0.00042536,0,0.00371832,0.00191651,0.00042536,0.1701156,0,0,0,0.19445674,0.00151983,0.06596436,0.01416117,0.05294068,0,0.19579974,0.02732823,0.01586261,0.0150788,0.32776669,0.00107535,0.03765159,0.163484275,0.22420332,0.00375178,0.00825391,0,0.03219359,0.0003011,0.01210605,0.00044926,0.06362249,0.13777863,0.04296621,0.00037279,0,0.16005988,0.01980078,0.01210605,0.00054007,0.00054007,0.00076469,0,0.26450266,0.23913873,0.00068345,0.29930098,0.00108491,0.01823794,0.06601216,0.00646644,0.26450266,0.0182475,0.07847188,0.00120439,0.0011566,0.00044926,0.00044926,0,0.03793357,0.00014338,0.00175402,58,1705
"Livermore, CA, United States of America",0,0,0,0.0836737,0.04341019,0.00611155,0.00244742,0.00205583,0,0.00113281,0.00026572,0,0.00201388,0,0.07673702,0.00081114,0.00370609,0.00043354,0.17908102,0.00141251,0,0.41338976,0.00043354,0,0,0.00032166,0.0035103,0.03900484,0.04789945,0.04789945,0.04789945,0.04789945,0.10434389,0.11129455,0.09530942,0.00060137,0.00377602,0.00377602,0.0004755,0.00363616,0.00113281,0.00215373,0.00041956,0,0.02074011,0.00192996,0.00041956,0.12901386,0,0,0,0.11985352,0.00166424,0.02914524,0.00310472,0.04201167,0.75,0.00471303,0.00205583,0.00097897,0.03529875,0.41645253,0,0.00285299,0.130426365,0.17908102,0.00373406,0.00141251,0,0.01871225,0.00032166,0.00065731,0.00051745,0.05956315,0.35993817,0.04316545,0.00036362,0,0.0050207,0.04265499,0.00065731,0,0,0,0,0.18919235,0.00299284,0.00067129,0.17698324,0.00113281,0.00174816,0.00068528,0.38446828,0.18919235,0.00174816,0.19142999,0.00124469,0.00113281,0.00051745,0.00051745,0,0.00169221,0,0.00181808,14,1003
"Wytheville, VA, United States of America",0,0,0,0.00922548,0.00805399,0.11700254,0.00242666,0.00230114,0,0.00135977,0.00039747,0,0.00240574,0,0.22195548,0.0009623,0.00414205,0.00050207,0.26172337,0.03575136,0,0.05485083,0.00050207,0,0,0.00048115,0.00401654,0.00359815,0.10901131,0.10901131,0.10901131,0.10901131,0.03501918,0.037404,0.00248942,0.0006485,0.02824127,0.02824127,0.00071126,0.18687354,0.00112965,0.00253126,0.00031379,0,0.00192459,0.10085272,0.00031379,0.35171889,0,0,0,0.07271604,0.00165264,0.28521592,0.04361708,0.00617124,0.75,0.00533446,0.24233103,0.00117149,0.00194551,0.40265778,0,0.003117,0.083113015,0.26172337,0.02759277,0.03575136,0,0.00041839,0.00035563,0.00081586,0.00039747,0.07721373,0.07763212,0.00313792,0.00054391,0,0.33469045,0.00135977,0.00081586,0,0,0.24375355,0,0.08445186,0.05918115,0.00100413,0.16365294,0.00135977,0.00196643,0.00060666,0.00041839,0.08445186,0.00196643,0.08815461,0.00154804,0.00112965,0.00039747,0.00039747,0,0.00202919,0,0.00198735,19,1570
"Temple, TX, United States of America",0,0,0,0.00847614,0.00726286,0.00635289,0.00245185,0.00206427,0,0.00109533,0.00047183,0,0.00218223,0.00047183,0.06279591,0.00087626,0.00371568,0.000396,0.19649313,0.00147448,0.00047183,0.04378778,0.000396,0,0,0.00038758,0.00361458,0.04650082,0.03374448,0.03374448,0.03374448,0.03374448,0.00204742,0.0021064,0.00219908,0.00057294,0.00393475,0.00393475,0.00057294,0.00401901,0.07851805,0.0161687,0.00049711,0,0.01709552,0.02685235,0.00049711,0.17708058,0,0,0,0.07866129,0.00167669,0.02033937,0.00321015,0.00565357,0.75,0.00486999,0.00185363,0.00095209,0.3,0.27181789,0.00095209,0.00297423,0.066157715,0.19649313,0.0039516,0.00147448,0,0.00037915,0.00028647,0.0006572,0.00047183,0.00172725,0.16507412,0.00277623,0.00043813,0,0.00512276,0.01384324,0.0006572,0.00047183,0.00047183,0.00067405,0,0.07611676,0.00310904,0.00080043,0.15476962,0.00109533,0.0018452,0.0006572,0.00041285,0.07611676,0.0018452,0.0068163,0.00124699,0.00112903,0.00047183,0.00047183,0,0.00183678,0.00025277,0.00179465,18,856
"Spring Hill, QLD, Australia",0,0,0.75,0.00834892,0.00720094,0.00631387,0.42734966,0.00204548,0,0.00118972,0.00038614,0,0.0021081,0.00058442,0.01477758,0.04068009,0.07500457,0.00040701,0.22441884,0.00153411,0.00058442,0.08506501,0.00040701,0,0,0.00036527,0.01635344,0.15376615,0.00498848,0.00498848,0.00498848,0.00498848,0.00206636,0.0021081,0.07905379,0.00538505,0.01097882,0.01097882,0.00053224,0.0040701,0.0011271,0.04363352,0.00045919,0,0.00176371,0.00202461,0.00045919,0.04373788,0,0,0,0.32232031,0.00165935,0.00183676,0.0032039,0.00573988,0,0.00487368,0.00153411,0.31846937,0.00183676,0.22046354,0.00117928,0.14736879,0.03624473,0.22441884,0.19526025,0.00153411,0,0.00036527,0.00030265,0.00065748,0.00038614,0.00164891,0.40111319,0.00281254,0.00027134,0,0.09458277,0.0191712,0.00065748,0.00058442,0.00058442,0.00083489,0,0.07072575,0.08919772,0.00066791,0.07371049,0.00118972,0.001962,0.0006053,0.00040701,0.07072575,0.00162804,0.00668957,0.0012419,0.0011271,0.00038614,0.00038614,0,0.00177414,0,0.04129582,15,861
"Carlsbad, NM, United States of America",0,0,0,0.07846449,0.00644153,0.00562246,0.00202686,0.04895007,0,0.00112449,0.00026377,0,0.00180474,0,0.20660094,0.00074966,0.00337347,0.0401485,0.14936296,0.0012772,0,0.12265282,0.0401485,0,0,0.04711756,0.00323465,0.0280151,0.00442855,0.00442855,0.00442855,0.00442855,0.00187415,0.00187415,0.16813224,0.02664072,0.0035123,0.0035123,0.00047201,0.00360948,0.00112449,0.00198521,0.00041648,0,0.00154097,0.06101405,0.00041648,0.3679307,0,0,0,0.11623906,0.00109673,0.0888348,0.00294311,0.0050255,0.75,0.00434526,0.00204074,0.09566504,0.00158262,0.64182063,0,0.00258217,0.069392205,0.14936296,0.00348453,0.0012772,0,0.00034707,0.000236,0.00065248,0.00051366,0.04182829,0.05015786,0.00249887,0.00036095,0,0.10242587,0.00112449,0.00065248,0,0,0,0,0.11297665,0.0026377,0.00066637,0.4083985,0.00112449,0.14070021,0.00054142,0.00027765,0.11297665,0.14078351,0.00608058,0.00123555,0.00112449,0.00051366,0.00051366,0,0.0016798,0,0.07714564,12,882
"St. Andrews, Scotland, United Kingdom",0,0,0,0.17231421,0.11731306,0.04655452,0.00225622,0.00202389,0,0.00108939,0.00038722,0,0.0020084,0.00028913,0.1492667,0.00081059,0.03608402,0.00040271,0.22040214,0.00142498,0.00028913,0.07306639,0.00040271,0.75,0,0.00036141,0.0034437,0.0220872,0.00476026,0.00476026,0.00476026,0.00476026,0.51629726,0.51629726,0.00220459,0.00057825,0.09417778,0.09417778,0.00052146,0.00380511,0.00111004,0.00216329,0.00038206,0,0.00169346,0.00190514,0.00038206,0.17310931,0,0,0,0.05982853,0.00143531,0.00178123,0.04430863,0.11659541,0,0.08453851,0.00189481,0.00094482,0.00176057,0.09384735,0.00058342,0.00287578,0.082073195,0.22040214,0.00375864,0.00142498,0,0.01977419,0.01582451,0.00064537,0.00048532,0.01237565,0.11457669,0.00270798,0.00040271,0,0.17276339,0.03683265,0.00064537,0.00028913,0.00028913,0.00041304,0,0.21872417,0.10335755,0.00073831,0.09116777,0.00108939,0.00177606,0.00059891,0.00035625,0.21872417,0.00161601,0.13769132,0.00122363,0.00111004,0.00048532,0.00048532,0,0.00175541,0.00015489,0.00177606,11,373
"Casper, WY, United States of America",0,0,0,0.06709061,0.06419265,0.00630171,0.00239219,0.00200944,0,0.05548509,0.00025972,0,0.12425707,0.0007655,0.29452615,0.00084752,0.10367058,0.00042376,0.31721776,0.05614123,0.0007655,0.04873228,0.00042376,0,0,0.0003144,0.00362246,0.07406213,0.10062225,0.10062225,0.10062225,0.10062225,0.059668,0.06359119,0.00226916,0.0005878,0.04735165,0.04735165,0.05314758,0.00355411,0.00110724,0.00225549,0.00041009,0,0.00177705,0.00196843,0.00041009,0.12126341,0,0,0,0.1715677,0.00162669,0.0299912,0.04195214,0.06305807,0.75,0.00486639,0.00200944,0.00095688,0.00183173,0.52434021,0.00154467,0.00304833,0.065757825,0.31721776,0.10874202,0.05614123,0,0.00041009,0.0003144,0.00064247,0.00050578,0.00172238,0.26017434,0.002870625,0.00035541,0,0.00529015,0.02828249,0.00064247,0.0007655,0.0007655,0.00109357,0,0.11474299,0.00308934,0.00065614,0.32082655,0.05548509,0.00170871,0.00066981,0.00041009,0.11474299,0.00170871,0.00691684,0.0012166,0.00110724,0.00050578,0.00050578,0,0.21532424,0,0.04713293,14,967
"Lucerne, LU, Switzerland",0,0,0,0.13477351,0.09148052,0.00588608,0.00220412,0.18636511,0,0.00102312,0.00035367,0,0.00200202,0.00035367,0.11914256,0.00934068,0.06474055,0.00034735,0.17402456,0.01717825,0.00035367,0.06015547,0.00039788,0.75,0,0.01724773,0.00986487,0.0282557,0.08134409,0.08134409,0.08134409,0.08134409,0.00193255,0.00200202,0.03389548,0.00054945,0.23409792,0.23409792,0.00053682,0.00356196,0.00102312,0.00209044,0.00037262,0,0.29278819,0.00185677,0.00037262,0.13381355,0,0,0,0.26808813,0.29331869,0.75,0.04671601,0.08257562,0,0.00452824,0.04028048,0.00089049,0.10236219,0.05354942,0.00071366,0.09516879,0.03555962,0.17402456,0.17545819,0.01717825,0,0.00034735,0.00666921,0.00064419,0.00047367,0.00169256,0.25629703,0.065956285,0.00032841,0,0.11325648,0.00877859,0.00064419,0.00035367,0.00035367,0.00050524,0,0.04551606,0.02838201,0.00070102,0.07218025,0.00102312,0.00157888,0.00054945,0.00037262,0.04551606,0.00157888,0.01660986,0.0012189,0.0010168,0.00047367,0.00047367,0,0.00168625,0.00018947,0.00172414,40,1627
"Topeka, KS, United States of America",0,0,0,0.06892657,0.05852232,0.0099082,0.0022845,0.00191898,0,0.0010574,0.00024803,0,0.10455169,0.00073104,0.26508011,0.00080937,0.00345938,0.0003133,0.2172623,0.00143597,0.00073104,0.10242384,0.00040468,0,0,0.00030025,0.01126584,0.02215311,0.027179,0.027179,0.027179,0.027179,0.01797574,0.01920284,0.00216701,0.00056133,0.05101611,0.05101611,0.00044385,0.00339411,0.0010574,0.00208868,0.00039163,0,0.02067797,0.02010358,0.00039163,0.37628948,0,0,0,0.18529238,0.10476056,0.00172316,0.02956793,0.0322049,0.75,0.00446456,0.00191898,0.02845832,0.00174927,0.49082769,0,0.00266307,0.11973381,0.2172623,0.00358993,0.00143597,0,0.00032636,0.00030025,0.00061355,0.00048301,0.00164484,0.33084755,0.002545585,0.00033941,0,0.08369096,0.00112267,0.00061355,0.00073104,0.00073104,0.00104434,0,0.0980115,0.02638269,0.00062661,0.3270357,0.0010574,0.00163178,0.00063966,0.00039163,0.0980115,0.00163178,0.24250927,0.00116183,0.0529873,0.00048301,0.00048301,0,0.04848358,0,0.00169706,26,1886
"Johnson City, TN, United States of America",0,0,0,0.10479518,0.14899247,0.00621482,0.10290489,0.00199908,0,0.00110153,0.00025838,0,0.10814057,0.00076155,0.19129948,0.00084315,0.00360378,0.00042157,0.21362931,0.00149591,0.00076155,0.13531171,0.00042157,0,0,0.00031278,0.00353578,0.02381214,0.05090168,0.05090168,0.05090168,0.05090168,0.00195828,0.00209427,0.00225746,0.00058476,0.05322714,0.05322714,0.00069356,0.15391537,0.00110153,0.00217587,0.00040798,0,0.0017135,0.00195828,0.00040798,0.39248555,0,0,0,0.13320384,0.0016183,0.0816222,0.00316861,0.14862529,0.75,0.02107871,0.28913188,0.00095194,0.00182229,0.31800291,0.00153671,0.06493602,0.09202556,0.21362931,0.00384856,0.00149591,0,0.00033998,0.00031278,0.00063916,0.00050317,0.05770126,0.32892305,0.002855825,0.00035358,0,0.0048821,0.00116953,0.00063916,0.00076155,0.00076155,0.00108793,0,0.26706044,0.00307341,0.00065276,0.04852183,0.00110153,0.0016999,0.00053037,0.00040798,0.26706044,0.0016999,0.25263172,0.00121033,0.00110153,0.00050317,0.00050317,0,0.0016455,0,0.00176789,16,1119
